id_rented,student,date,devolution,book,librarian,price
582,271,2024-04-27,2021-01-07,65,141,4
583,386,2023-08-04,2022-04-28,702,437,1
584,491,2023-08-07,2020-04-19,212,718,5
585,697,2023-06-19,2023-01-08,961,197,1
586,35,2023-09-23,2022-02-16,548,463,4
587,674,2023-09-03,2021-04-13,748,842,4
588,42,2024-03-12,2020-07-19,359,478,1
589,719,2024-02-12,2022-05-03,550,445,4
590,412,2023-10-22,2021-12-27,623,395,4
591,717,2024-01-05,2019-08-15,220,429,5
592,521,2024-05-08,2023-01-01,624,708,1
593,890,2024-05-11,2022-12-02,866,343,2
594,697,2024-02-27,2020-09-25,884,935,1
595,778,2024-02-01,2021-05-18,672,922,5
596,63,2023-10-03,2024-01-06,647,353,3
597,736,2024-01-25,2022-05-22,355,29,5
598,950,2023-12-02,2020-08-18,763,588,2
599,442,2023-10-01,2019-08-27,722,82,3
600,655,2023-07-15,2023-03-24,499,423,5
601,362,2023-11-18,2022-11-04,317,484,4
602,905,2023-05-27,2019-10-05,738,152,4
603,438,2023-12-16,2020-05-28,897,542,4
604,971,2024-01-17,2024-02-09,325,647,2
605,43,2024-03-24,2021-12-21,850,31,5
606,901,2023-06-28,2020-09-20,423,75,3
607,205,2024-04-11,2021-10-25,372,574,4
608,229,2023-06-27,2020-11-18,195,542,1
609,456,2024-02-05,2021-10-16,306,790,3
610,976,2024-05-20,2020-04-02,560,453,1
611,645,2024-03-09,2020-06-29,938,914,4
612,974,2024-05-07,2020-05-20,355,107,4
613,899,2023-10-02,2023-09-25,866,674,5
614,274,2024-02-15,2023-08-08,454,15,4
615,663,2023-09-06,2023-09-03,995,188,5
616,155,2024-01-09,2022-08-06,625,375,3
617,821,2024-03-21,2024-03-04,260,34,2
618,431,2024-04-03,2021-01-23,12,615,2
619,802,2024-04-12,2022-03-15,541,927,5
620,153,2023-07-06,2022-06-08,501,156,2
621,381,2023-10-20,2022-10-30,3,257,4
622,46,2023-11-29,2019-10-23,151,360,5
623,257,2023-12-12,2021-02-04,309,763,1
624,450,2023-07-23,2019-09-05,250,730,3
625,899,2023-09-17,2021-06-22,90,529,5
626,388,2024-01-14,2021-07-06,501,398,4
627,791,2024-03-03,2020-08-15,107,644,3
628,131,2023-08-16,2020-03-03,449,613,1
629,983,2023-07-09,2023-07-24,686,85,3
630,194,2023-06-04,2023-08-17,155,467,5
631,808,2023-08-18,2022-09-18,19,79,1
632,57,2023-06-14,2023-08-06,148,381,1
633,604,2024-02-20,2019-08-14,186,418,5
634,633,2024-01-26,2021-02-01,133,720,1
635,662,2023-06-03,2020-02-25,322,742,4
636,928,2023-06-18,2022-10-21,837,197,1
637,491,2024-01-14,2022-12-21,253,255,3
638,169,2023-11-06,2022-11-02,44,288,1
639,960,2023-11-24,2022-04-04,384,812,4
640,878,2024-03-05,2022-01-30,775,881,1
641,203,2024-04-28,2024-02-04,935,757,5
642,817,2023-11-06,2022-10-12,202,447,2
643,598,2024-04-09,2022-12-13,278,571,3
644,293,2023-07-17,2024-02-03,385,235,1
645,428,2024-03-02,2020-12-12,60,512,3
646,260,2024-03-29,2023-04-20,631,607,1
647,973,2023-09-21,2023-03-06,210,732,1
648,781,2023-07-27,2020-07-19,170,877,1
649,844,2023-11-07,2021-02-19,56,957,3
650,503,2024-03-28,2022-09-03,54,152,2
651,468,2023-09-14,2021-02-04,957,626,4
652,800,2023-10-05,2021-01-09,195,747,1
653,253,2024-01-16,2021-01-07,901,567,1
654,701,2024-03-31,2021-03-03,646,658,3
655,858,2024-03-18,2023-10-22,848,153,3
656,19,2023-12-12,2021-08-27,365,933,2
657,194,2023-07-01,2019-08-12,695,641,3
658,203,2023-08-29,2022-01-28,71,116,5
659,527,2023-12-09,2021-08-17,629,689,4
660,616,2023-10-12,2022-07-21,867,575,4
661,732,2023-09-14,2020-04-16,356,13,1
662,494,2024-05-07,2022-06-03,502,441,3
663,977,2024-05-14,2021-04-11,941,769,1
664,576,2023-10-22,2021-11-07,700,359,5
665,961,2023-11-07,2019-08-04,816,301,1
666,716,2023-12-14,2023-04-25,675,57,4
667,930,2023-11-23,2024-03-25,357,231,3
668,468,2023-06-17,2023-07-23,391,703,3
669,195,2023-07-18,2023-03-29,699,951,4
670,608,2024-04-01,2022-04-17,593,558,1
671,194,2024-03-03,2024-02-08,347,542,5
672,27,2024-03-05,2024-03-29,944,783,4
673,552,2024-02-29,2021-01-08,176,606,4
674,670,2024-04-13,2020-12-02,34,566,3
675,763,2023-11-01,2022-01-13,121,515,2
676,547,2024-01-24,2023-08-07,915,937,3
677,553,2024-05-13,2022-06-10,251,850,2
678,690,2023-11-05,2020-09-08,133,722,2
679,119,2024-05-11,2020-05-15,686,867,1
680,404,2023-11-08,2021-10-05,466,115,5
681,574,2023-06-24,2019-12-27,611,458,5
682,261,2024-01-06,2021-09-06,329,158,3
683,387,2023-10-25,2020-06-27,684,958,3
684,376,2024-01-21,2023-01-10,525,20,2
685,116,2023-11-16,2020-07-31,312,119,3
686,126,2023-11-23,2023-04-09,618,519,3
687,858,2023-12-12,2021-06-02,423,281,4
688,600,2023-10-16,2023-07-15,146,553,3
689,503,2023-11-09,2022-10-03,570,964,1
690,695,2024-02-03,2020-10-16,726,115,4
691,606,2023-10-01,2022-08-07,62,324,3
692,570,2023-08-25,2019-12-14,810,233,5
693,393,2023-07-22,2021-02-18,806,536,4
694,620,2023-08-12,2022-08-15,793,3,1
695,340,2024-04-11,2022-09-13,347,242,5
696,194,2023-10-11,2020-03-04,348,149,1
697,310,2023-11-28,2021-06-25,910,974,4
698,871,2023-11-18,2023-01-07,370,582,2
699,281,2023-11-03,2021-03-23,693,992,5
700,724,2023-09-07,2020-05-04,688,576,2
701,428,2024-01-12,2019-09-10,53,674,3
702,154,2023-08-13,2022-03-31,89,276,5
703,400,2024-03-10,2023-08-19,530,864,1
704,685,2023-09-12,2024-04-24,340,460,4
705,41,2023-06-01,2021-05-21,678,476,1
706,730,2023-11-05,2024-01-04,72,430,5
707,844,2023-05-24,2023-12-30,217,307,3
708,154,2024-01-08,2023-10-11,564,984,4
709,356,2024-03-30,2022-08-13,519,200,3
710,521,2023-10-07,2019-10-20,340,47,2
711,790,2023-10-17,2022-10-19,826,479,1
712,662,2023-11-18,2020-09-27,63,214,5
713,899,2023-11-24,2019-10-09,783,294,1
714,406,2023-08-27,2023-02-09,241,598,3
715,447,2023-10-07,2020-03-02,691,815,2
716,89,2024-02-12,2020-07-26,942,233,5
717,445,2023-08-22,2023-03-28,97,802,1
718,503,2024-01-07,2021-10-07,784,711,1
719,708,2024-03-08,2020-05-27,885,521,1
720,755,2024-02-19,2020-05-13,670,893,2
721,223,2023-09-16,2023-03-05,291,477,4
722,309,2024-02-08,2020-11-27,935,394,1
723,807,2023-10-28,2021-01-31,672,336,1
724,15,2023-09-23,2021-11-30,519,114,1
725,292,2024-05-11,2022-12-31,681,554,3
726,144,2023-07-28,2022-08-17,809,796,5
727,85,2024-04-06,2023-02-15,392,718,2
728,10,2023-07-12,2019-10-25,191,607,1
729,411,2023-12-08,2020-05-24,322,971,1
730,587,2023-08-10,2020-01-30,635,400,2
731,505,2024-05-13,2020-07-19,621,124,1
732,608,2023-10-24,2021-04-03,327,151,5
733,283,2023-08-13,2021-07-23,712,463,1
734,766,2023-12-23,2021-09-29,360,197,1
735,352,2024-05-11,2023-01-16,121,860,2
736,391,2023-08-09,2020-05-16,630,80,1
737,657,2023-11-02,2023-11-27,855,782,4
738,119,2023-07-12,2022-09-04,497,655,1
739,899,2023-09-18,2024-03-14,787,461,1
740,234,2023-11-07,2022-07-12,951,719,4
741,103,2024-02-22,2023-11-09,594,338,4
742,703,2024-05-05,2023-08-07,70,699,3
743,933,2023-09-22,2021-11-27,414,755,3
744,297,2024-02-08,2023-11-04,965,520,2
745,940,2024-01-08,2021-04-01,196,681,4
746,938,2024-02-09,2020-05-02,506,153,1
747,942,2023-11-17,2024-01-06,89,63,2
748,62,2023-12-24,2020-10-02,647,99,4
749,901,2023-11-05,2023-08-18,3,535,3
750,36,2023-09-20,2024-04-15,733,23,2
751,554,2024-01-28,2023-08-05,760,288,1
752,25,2023-06-02,2020-04-30,511,327,3
753,744,2024-01-13,2022-11-21,239,72,1
754,320,2023-08-12,2021-02-17,722,508,1
755,387,2023-08-08,2021-11-21,676,876,2
756,295,2023-12-15,2023-10-23,462,656,1
757,547,2023-12-08,2019-11-03,681,202,4
758,378,2023-10-16,2022-04-20,689,306,4
759,141,2023-08-27,2021-03-14,99,681,4
760,844,2023-06-15,2020-02-13,909,345,1
761,893,2023-08-18,2020-12-20,195,468,4
762,980,2023-11-26,2022-04-09,987,835,2
763,407,2023-07-24,2022-12-04,63,732,3
764,936,2023-11-01,2019-12-30,516,575,3
765,343,2024-02-27,2024-05-06,579,207,4
766,897,2023-10-20,2021-01-08,583,518,5
767,781,2023-10-30,2023-12-09,129,927,5
768,617,2024-03-24,2022-12-08,336,993,1
769,388,2024-03-07,2022-12-27,213,612,4
770,896,2024-02-24,2021-12-10,797,619,5
771,22,2023-12-07,2021-09-13,870,705,3
772,552,2024-05-19,2023-02-02,617,961,1
773,831,2023-09-18,2023-02-03,828,98,4
774,902,2023-12-21,2023-04-28,54,233,3
775,472,2023-07-20,2019-08-20,687,177,4
776,657,2024-02-18,2019-09-28,955,188,3
777,747,2023-07-20,2022-04-07,634,469,2
778,297,2024-02-15,2020-07-09,733,56,4
779,45,2024-03-08,2023-07-23,106,709,2
780,450,2023-10-01,2023-07-16,345,34,3
781,841,2024-03-02,2023-07-14,203,843,1
782,439,2023-06-18,2020-05-27,457,411,3
783,677,2024-05-14,2023-12-22,698,482,3
784,473,2024-01-25,2021-06-04,888,843,2
785,982,2023-10-10,2022-12-16,639,115,3
786,121,2023-08-20,2020-06-09,452,698,2
787,770,2024-04-07,2024-02-09,528,199,5
788,549,2023-10-30,2021-12-19,462,155,4
789,774,2024-02-21,2023-08-24,845,225,5
790,977,2024-02-20,2022-09-07,870,153,3
791,503,2024-03-10,2022-01-08,174,341,4
792,707,2024-04-05,2021-02-15,109,92,3
793,436,2024-01-17,2022-02-05,504,230,4
794,417,2024-02-08,2024-04-03,519,35,4
795,748,2023-10-03,2021-11-10,904,23,1
796,141,2024-03-18,2022-07-11,685,897,4
797,390,2024-04-12,2019-12-18,628,655,1
798,291,2023-07-27,2021-05-22,923,557,2
799,277,2023-06-04,2021-12-22,507,441,4
800,772,2023-12-21,2022-01-28,104,206,1
